organismal_trait	pSTR	STR_length	strain	trait_value	lrt_pvalue	adjusted_p	BF_significant
abamectin_norm.n	STR_25145	16	JU1409	-5.79088416108111	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1440	-4.33780891288004	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1491	1.05927446620837	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1543	-2.99205215315462	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1568	-5.68920139738018	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1581	-5.22567024924471	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1652	1.0972653206945	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1666	-3.07758935406532	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1792	-6.0606616281933	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1793	4.53772250503093	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1808	-3.84557137933479	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1896	-8.02342468917108	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU1934	-1.6691788129047	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2007	-3.49034590070158	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2016	0.441330167421901	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2017	-3.45439807906453	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2106	-13.1082533886974	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2131	-0.138486873791486	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2141	-2.33238757386074	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2234	-4.81577526825316	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2250	-8.34210968608698	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2257	-6.98602127845817	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2464	-6.34385489717427	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2466	4.82452569781449	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2513	-3.00964278449446	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2534	-7.92251603704125	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2565	-2.05161208754654	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2566	-5.1994655013172	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2570	-2.43504506223233	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2572	-6.38340350655349	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2575	-6.71169172044573	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2576	-3.53362751464439	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2578	6.32058841706996	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2581	-8.6453120660841	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2587	-2.17319783336615	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2592	-5.97036687916952	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2593	-3.30674560692239	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2600	1.95879187130919	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2610	1.43951255430307	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2800	4.70293201932759	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2811	6.79756198775199	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2825	-2.86235071921352	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2829	-2.15730611582212	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2838	0.889581383133435	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2841	-1.46642335196635	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2853	-3.32368700807364	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2862	-7.97277432035543	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2866	0.387227763996313	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2878	0.205726852808947	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2879	2.41367303945244	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2906	0.529149411190103	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU2907	-4.96965995945105	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU310	-6.80102663743837	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU311	-5.45604366357105	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU3128	-2.93559615978241	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU3132	-8.69868705504428	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU3134	-0.762621464675172	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU3135	3.91474594835271	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU3137	-1.30464525383333	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU3140	0.180288331197009	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU323	-2.87511618580317	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU346	-1.56710598110888	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU367	-5.015319189055	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU393	10.8373671342471	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU394	-5.53317347244727	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU397	-6.02197736974511	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU406	-4.89861837825742	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU440	-6.84835008692614	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU561	-4.79285978677939	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU642	-3.1439386733509	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU774	-4.99597309487566	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU778	-2.38366689505701	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU792	-9.08018169248965	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	JU830	-0.92534605780887	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	KR314	-4.72252985753292	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	LKC34	1.39750792381089	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY1	-1.92844682040343	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY2147	-7.44771957949765	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY2212	7.27018680130533	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY2530	2.31564468615752	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY2535	8.93192174575151	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY2573	-4.49406263208717	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY2693	3.94933586275043	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY2713	-5.98914424401911	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY2741	-5.21521156080159	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY518	-6.82191672021389	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY679	1.11977494413747	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY772	-3.46789765228105	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	MY920	5.06175005639648	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC1049	-11.8620075471222	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC1107	-4.29807763862114	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC166	-2.39560408727418	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC207	-1.89971541689337	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC231	-1.61587693096271	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC236	5.18005152299832	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC242	-8.97827246349888	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC259	-11.1848167461374	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC267	-0.93809919521408	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC275	4.54082121899639	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC276	-4.05742625874625	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC3	-5.10898355672266	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC501	6.89184415189019	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC511	-4.29114497347982	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC514	-7.58075114217247	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC522	-3.29496465051203	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC526	-6.63077833429873	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	NIC527	-13.0661693873721	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	PB303	-5.38390238346608	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	PX179	2.85487393311182	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	QG556	-1.34321763522548	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	QG557	0.233195977070754	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	QX1233	-0.798558661569959	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	QX1791	0.388995194450208	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	RC301	2.4427194455256	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	WN2001	-7.49275839365104	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	WN2033	1.3229019686532	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	WN2050	1.93079063990138	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25145	16	XZ1514	-1.52678893464454	2.77266911047315e-10	6.91780943063052e-07	TRUE
abamectin_norm.n	STR_25146	12	AB1	-8.31249648784896	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	BRC20067	-0.0634499884570104	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	BRC20263	11.5539972945279	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	CB4852	-0.964473690988609	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	CB4854	-4.48016318788405	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	CB4856	10.8915203599572	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	CB4932	-5.04598986681742	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	CX11292	5.75800715605837	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	DL200	2.92446670743338	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	DL226	1.81565859957793	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	DL238	39.3176244318494	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ECA189	9.27309168881383	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	CB4855	-2.7980970824993	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	CB4858	-4.0653583467968	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ECA349	-2.78062271461231	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ECA369	-7.73716748341443	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ECA36	-4.21439801413617	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3005	-6.52235460911737	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3011	5.19156578945155	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3017	-1.40906199388417	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3040	-1.41840378697367	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3046	-6.38273826181231	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3048	3.5878763018306	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3049	-5.959090651932	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3052	-3.43183346682178	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3073	-1.1592557457333	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	ED3077	9.80164120608903	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	EG4347	1.82369690374467	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	EG4349	18.0951324520636	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	EG4946	-1.16873320325509	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	GXW1	-3.76748822625661	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JT11398	-1.53173993632302	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1088	-1.93604169706684	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1172	2.91194385010614	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1212	-0.845232971348467	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1242	-3.51186667486318	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1246	0.333776780821466	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1395	-3.58165431645358	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1409	-5.79088416108111	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1440	-4.33780891288004	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1491	1.05927446620837	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1543	-2.99205215315462	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1568	-5.68920139738018	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1581	-5.22567024924471	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1652	1.0972653206945	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1666	-3.07758935406532	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1792	-6.0606616281933	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1793	4.53772250503093	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1808	-3.84557137933479	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1896	-8.02342468917108	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU1934	-1.6691788129047	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2007	-3.49034590070158	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2016	0.441330167421901	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2017	-3.45439807906453	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2106	-13.1082533886974	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2131	-0.138486873791486	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2141	-2.33238757386074	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2234	-4.81577526825316	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2250	-8.34210968608698	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2257	-6.98602127845817	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2464	-6.34385489717427	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2466	4.82452569781449	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2513	-3.00964278449446	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2522	13.5811089665731	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2534	-7.92251603704125	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2565	-2.05161208754654	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2566	-5.1994655013172	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2570	-2.43504506223233	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2572	-6.38340350655349	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2575	-6.71169172044573	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2576	-3.53362751464439	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2578	6.32058841706996	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2581	-8.6453120660841	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU258	1.24598398822116	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2592	-5.97036687916952	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2593	-3.30674560692239	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2600	1.95879187130919	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2610	1.43951255430307	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2619	16.2968351089089	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2800	4.70293201932759	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2811	6.79756198775199	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2825	-2.86235071921352	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2829	-2.15730611582212	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2838	0.889581383133435	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2841	-1.46642335196635	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2853	-3.32368700807364	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2862	-7.97277432035543	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2866	0.387227763996313	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2878	0.205726852808947	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2879	2.41367303945244	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2906	0.529149411190103	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU2907	-4.96965995945105	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU311	-5.45604366357105	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU3125	5.08930048343584	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU3127	13.5182095214901	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU3128	-2.93559615978241	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU3132	-8.69868705504428	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU3134	-0.762621464675172	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU3135	3.91474594835271	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU3137	-1.30464525383333	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU3140	0.180288331197009	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU3144	3.39698246434162	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU323	-2.87511618580317	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU346	-1.56710598110888	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU367	-5.015319189055	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU393	10.8373671342471	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU394	-5.53317347244727	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU397	-6.02197736974511	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU406	-4.89861837825742	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU440	-6.84835008692614	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU561	-4.79285978677939	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU642	-3.1439386733509	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU774	-4.99597309487566	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU778	-2.38366689505701	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU792	-9.08018169248965	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	JU830	-0.92534605780887	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	KR314	-4.72252985753292	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	LKC34	1.39750792381089	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	MY16	-8.77511176936615	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	MY18	-7.97255721826084	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	MY1	-1.92844682040343	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	MY2147	-7.44771957949765	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	MY2212	7.27018680130533	7.79221296067015e-07	0.0019441571336872	TRUE
abamectin_norm.n	STR_25146	12	MY23	-5.8126853185261	7.79221296067015e-07	0.0019441571336872	TRUE
